word,tag,abstract_id
a,O,2
classification,B,2
scheme,I,2
for,O,2
linguistic,B,2
data,I,2
?,O,2
One,O,2
useful,O,2
measure,B,2
of,O,2
this,O,2
capacity,O,2
is,O,2
the,O,2
size,O,2
of,O,2
the,O,2
largest,O,2
data,O,2
set,O,2
of,O,2
which,O,2
each,O,2
subset,B,2
is,O,2
consistent,O,2
with,O,2
a,O,2
different,O,2
grammar,B,2
hypothesis,I,2
.,O,2
This,O,2
measure,B,2
is,O,2
known,O,2
as,O,2
the,O,2
Vapnik,B,2
Chervonenkis,I,2
dimension,I,2
(,O,2
VCD,B,2
),O,2
and,O,2
is,O,2
a,O,2
standard,O,2
complexity,B,2
measure,I,2
for,O,2
concept,B,2
classes,I,2
in,O,2
computational,B,2
learnability,I,2
theory,I,2
.,O,2
In,O,2
this,O,2
work,O,2
",",O,2
I,O,2
use,O,2
the,O,2
three,B,2
valued,I,2
logic,I,2
of,I,2
Elementary,I,2
Ranking,I,2
Conditions,I,2
to,O,2
show,O,2
that,O,2
the,O,2
VCD,B,2
of,O,2
Optimality,B,2
Theory,I,2
with,O,2
k,O,2
constraints,B,2
is,O,2
k,O,2
1,O,2
.,O,2
Analysis,O,2
of,O,2
OT,B,2
in,O,2
terms,O,2
of,O,2
the,O,2
VCD,B,2
establishes,O,2
that,O,2
the,O,2
complexity,O,2
of,O,2
OT,B,2
is,O,2
a,O,2
well,B,2
behaved,I,2
function,I,2
of,O,2
k,B,2
and,O,2
that,O,2
the,O,2
‘,O,2
hardness,O,2
’,O,2
of,O,2
learning,O,2
in,O,2
OT,B,2
is,O,2
linear,B,2
in,O,2
k,O,2
for,O,2
a,O,2
variety,O,2
of,O,2
frameworks,B,2
that,O,2
employ,O,2
probabilistic,B,2
definitions,I,2
of,O,2
learnability,B,2
.,O,2
The,O,3
article,O,3
describes,O,3
a,O,3
pilot,O,3
implementation,O,3
of,O,3
a,O,3
grammar,B,3
containing,O,3
different,O,3
types,O,3
of,O,3
locative,B,3
PPs,I,3
.,O,3
In,O,3
particular,O,3
",",O,3
we,O,3
investigate,O,3
the,O,3
distinction,O,3
between,O,3
static,B,3
and,O,3
directional,B,3
locatives,I,3
",",O,3
and,O,3
between,O,3
different,O,3
types,O,3
of,O,3
directional,B,3
locatives,I,3
.,O,3
Locatives,B,3
may,O,3
act,O,3
as,O,3
modifiers,B,3
as,O,3
well,O,3
as,O,3
referring,B,3
expressions,I,3
depending,O,3
on,O,3
the,O,3
syntactic,B,3
context,I,3
.,O,3
We,O,3
handle,O,3
this,O,3
with,O,3
a,O,3
single,O,3
lexical,B,3
entry,I,3
.,O,3
The,O,3
implementation,O,3
is,O,3
of,O,3
Norwegian,O,3
locatives,B,3
",",O,3
but,O,3
English,O,3
locatives,B,3
are,O,3
both,O,3
discussed,O,3
and,O,3
compared,O,3
to,O,3
Norwegian,O,3
locatives,B,3
.,O,3
The,O,3
semantic,B,3
analysis,I,3
is,O,3
based,O,3
on,O,3
a,O,3
proposal,O,3
by,O,3
Markus,O,3
Kracht,O,3
(,O,3
2OO2,O,3
),O,3
",",O,3
and,O,3
we,O,3
show,O,3
how,O,3
this,O,3
analysis,O,3
can,O,3
be,O,3
incorporated,O,3
into,O,3
Minimal,B,3
Recursion,I,3
Semantics,I,3
(,O,3
MRS,B,3
),O,3
(,O,3
Copestake,O,3
et,O,3
al,O,3
.,O,3
2OO5,O,3
),O,3
.,O,3
We,O,3
discuss,O,3
how,O,3
the,O,3
resulting,O,3
system,O,3
may,O,3
be,O,3
applied,O,3
in,O,3
a,O,3
transfer,B,3
based,I,3
machine,I,3
translation,I,3
system,I,3
",",O,3
and,O,3
how,O,3
we,O,3
can,O,3
map,B,3
from,O,3
a,O,3
shallow,O,3
MRS,B,3
representation,I,3
to,O,3
a,O,3
deeper,B,3
semantic,B,3
representation,I,3
.,O,3
This,O,4
article,O,4
describes,O,4
the,O,4
application,O,4
of,O,4
computational,B,4
models,I,4
of,O,4
spatial,B,4
prepositions,I,4
to,O,4
visually,B,4
situated,I,4
dialog,I,4
systems,I,4
.,O,4
In,O,4
these,O,4
dialogs,O,4
",",O,4
spatial,B,4
prepositions,I,4
are,O,4
important,O,4
because,O,4
people,O,4
often,O,4
use,O,4
them,O,4
to,O,4
refer,O,4
to,O,4
entities,B,4
in,O,4
the,O,4
visual,O,4
context,O,4
of,O,4
a,O,4
dialog,O,4
.,O,4
We,O,4
first,O,4
describe,O,4
a,O,4
generic,B,4
architecture,I,4
for,O,4
a,O,4
visually,B,4
situated,I,4
dialog,I,4
system,I,4
and,O,4
highlight,O,4
the,O,4
interactions,O,4
between,O,4
the,O,4
spatial,B,4
cognition,I,4
module,I,4
",",O,4
which,O,4
provides,O,4
the,O,4
interface,B,4
to,O,4
the,O,4
models,B,4
of,O,4
prepositional,B,4
semantics,I,4
",",O,4
and,O,4
the,O,4
other,O,4
components,O,4
in,O,4
the,O,4
architecture,B,4
.,O,4
Following,O,4
this,O,4
",",O,4
we,O,4
present,O,4
two,O,4
new,O,4
computational,B,4
models,I,4
of,O,4
topological,B,4
and,O,4
projective,B,4
spatial,I,4
prepositions,I,4
.,O,4
The,O,4
main,O,4
novelty,O,4
within,O,4
these,O,4
models,B,4
is,O,4
the,O,4
fact,O,4
that,O,4
they,O,4
account,O,4
for,O,4
the,O,4
contextual,B,4
effect,I,4
which,O,4
other,O,4
distractor,B,4
objects,I,4
in,O,4
a,O,4
visual,O,4
scene,O,4
can,O,4
have,O,4
on,O,4
the,O,4
region,O,4
described,O,4
by,O,4
a,O,4
given,O,4
preposition,B,4
.,O,4
We,O,4
next,O,4
present,O,4
psycholinguistic,B,4
tests,I,4
evaluating,O,4
our,O,4
approach,O,4
to,O,4
distractor,B,4
interference,I,4
on,O,4
prepositional,B,4
semantics,I,4
",",O,4
and,O,4
illustrate,O,4
how,O,4
these,O,4
models,B,4
are,O,4
used,O,4
for,O,4
both,O,4
interpretation,O,4
and,O,4
generation,B,4
of,O,4
prepositional,B,4
expressions,I,4
.,O,4
This,O,5
article,O,5
describes,O,5
a,O,5
framework,B,5
for,O,5
incorporating,O,5
referential,B,5
semantic,I,5
information,I,5
from,O,5
a,O,5
world,B,5
model,I,5
or,O,5
ontology,B,5
directly,O,5
into,O,5
a,O,5
probabilistic,B,5
language,I,5
model,I,5
of,O,5
the,O,5
sort,O,5
commonly,O,5
used,O,5
in,O,5
speech,B,5
recognition,I,5
",",O,5
where,O,5
it,O,5
can,O,5
be,O,5
probabilistically,B,5
weighted,I,5
together,O,5
with,O,5
phonological,B,5
and,O,5
syntactic,B,5
factors,I,5
as,O,5
an,O,5
integral,O,5
part,O,5
of,O,5
the,O,5
decoding,B,5
process,I,5
.,O,5
Introducing,O,5
world,B,5
model,I,5
referents,I,5
into,O,5
the,O,5
decoding,B,5
search,I,5
greatly,O,5
increases,O,5
the,O,5
search,B,5
space,I,5
",",O,5
but,O,5
by,O,5
using,O,5
a,O,5
single,O,5
integrated,O,5
phonological,B,5
",",O,5
syntactic,B,5
",",O,5
and,O,5
referential,B,5
semantic,I,5
language,I,5
model,I,5
",",O,5
the,O,5
decoder,B,5
is,O,5
able,O,5
to,O,5
incrementally,O,5
prune,B,5
this,O,5
search,O,5
based,O,5
on,O,5
probabilities,O,5
associated,O,5
with,O,5
these,O,5
combined,O,5
contexts,O,5
.,O,5
The,O,5
result,O,5
is,O,5
a,O,5
single,O,5
unified,O,5
referential,B,5
semantic,I,5
probability,I,5
model,I,5
which,O,5
brings,O,5
several,O,5
kinds,O,5
of,O,5
context,O,5
to,O,5
bear,O,5
in,O,5
speech,B,5
decoding,I,5
",",O,5
and,O,5
performs,O,5
accurate,O,5
recognition,B,5
in,O,5
real,O,5
time,O,5
on,O,5
large,O,5
domains,O,5
in,O,5
the,O,5
absence,O,5
of,O,5
example,O,5
in,B,5
domain,I,5
training,I,5
sentences,I,5
.,O,5
Many,O,6
approaches,O,6
to,O,6
automatic,B,6
sentiment,I,6
analysis,I,6
begin,O,6
with,O,6
a,O,6
large,O,6
lexicon,B,6
of,O,6
words,O,6
marked,O,6
with,O,6
their,O,6
prior,B,6
polarity,I,6
(,O,6
also,O,6
called,O,6
semantic,B,6
orientation,I,6
),O,6
.,O,6
However,O,6
",",O,6
the,O,6
contextual,B,6
polarity,I,6
of,O,6
the,O,6
phrase,O,6
in,O,6
which,O,6
a,O,6
particular,O,6
instance,B,6
of,O,6
a,O,6
word,O,6
appears,O,6
may,O,6
be,O,6
quite,O,6
different,O,6
from,O,6
the,O,6
word,O,6
's,O,6
prior,B,6
polarity,I,6
.,O,6
Positive,O,6
words,O,6
are,O,6
used,O,6
in,O,6
phrases,O,6
expressing,O,6
negative,O,6
sentiments,O,6
",",O,6
or,O,6
vice,O,6
versa,O,6
.,O,6
Also,O,6
",",O,6
quite,O,6
often,O,6
words,O,6
that,O,6
are,O,6
positive,O,6
or,O,6
negative,O,6
out,O,6
of,O,6
context,O,6
are,O,6
neutral,O,6
in,O,6
context,O,6
",",O,6
meaning,O,6
they,O,6
are,O,6
not,O,6
even,O,6
being,O,6
used,O,6
to,O,6
express,O,6
a,O,6
sentiment,O,6
.,O,6
The,O,6
goal,O,6
of,O,6
this,O,6
work,O,6
is,O,6
to,O,6
automatically,O,6
distinguish,O,6
between,O,6
prior,O,6
and,O,6
contextual,B,6
polarity,I,6
",",O,6
with,O,6
a,O,6
focus,O,6
on,O,6
understanding,O,6
which,O,6
features,B,6
are,O,6
important,O,6
for,O,6
this,O,6
task,B,6
.,O,6
Because,O,6
an,O,6
important,O,6
aspect,O,6
of,O,6
the,O,6
problem,O,6
is,O,6
identifying,O,6
when,O,6
polar,B,6
terms,I,6
are,O,6
being,O,6
used,O,6
in,O,6
neutral,O,6
contexts,O,6
",",O,6
features,B,6
for,O,6
distinguishing,O,6
between,O,6
neutral,O,6
and,O,6
polar,B,6
instances,I,6
are,O,6
evaluated,O,6
",",O,6
as,O,6
well,O,6
as,O,6
features,B,6
for,O,6
distinguishing,O,6
between,O,6
positive,O,6
and,O,6
negative,B,6
contextual,I,6
polarity,I,6
.,O,6
The,O,6
evaluation,O,6
includes,O,6
assessing,O,6
the,O,6
performance,O,6
of,O,6
features,B,6
across,O,6
multiple,O,6
machine,B,6
learning,I,6
algorithms,I,6
.,O,6
For,O,6
all,O,6
learning,B,6
algorithms,I,6
except,O,6
one,O,6
",",O,6
the,O,6
combination,O,6
of,O,6
all,O,6
features,B,6
together,O,6
gives,O,6
the,O,6
best,O,6
performance,O,6
.,O,6
Another,O,6
facet,O,6
of,O,6
the,O,6
evaluation,O,6
considers,O,6
how,O,6
the,O,6
presence,O,6
of,O,6
neutral,B,6
instances,I,6
affects,O,6
the,O,6
performance,O,6
of,O,6
features,B,6
for,O,6
distinguishing,O,6
between,O,6
positive,O,6
and,O,6
negative,B,6
polarity,I,6
.,O,6
These,O,6
experiments,O,6
show,O,6
that,O,6
the,O,6
presence,O,6
of,O,6
neutral,B,6
instances,I,6
greatly,O,6
degrades,B,6
the,O,6
performance,O,6
of,O,6
these,O,6
features,B,6
",",O,6
and,O,6
that,O,6
perhaps,O,6
the,O,6
best,O,6
way,O,6
to,O,6
improve,O,6
performance,O,6
across,O,6
all,O,6
polarity,B,6
classes,I,6
is,O,6
to,O,6
improve,O,6
the,O,6
system,O,6
's,O,6
ability,O,6
to,O,6
identify,O,6
when,O,6
an,O,6
instance,B,6
is,O,6
neutral,O,6
.,O,6
There,O,7
is,O,7
growing,O,7
interest,O,7
in,O,7
using,O,7
automatically,B,7
computed,I,7
corpus,I,7
based,I,7
evaluation,I,7
metrics,I,7
to,O,7
evaluate,O,7
Natural,B,7
Language,I,7
Generation,I,7
(,O,7
NLG,B,7
),O,7
systems,O,7
",",O,7
because,O,7
these,O,7
are,O,7
often,O,7
considerably,O,7
cheaper,O,7
than,O,7
the,O,7
human,O,7
based,O,7
evaluations,O,7
which,O,7
have,O,7
traditionally,O,7
been,O,7
used,O,7
in,O,7
NLG,B,7
.,O,7
We,O,7
review,O,7
previous,O,7
work,O,7
on,O,7
NLG,B,7
evaluation,I,7
and,O,7
on,O,7
validation,B,7
of,O,7
automatic,B,7
metrics,I,7
in,O,7
NLP,B,7
",",O,7
and,O,7
then,O,7
present,O,7
the,O,7
results,O,7
of,O,7
two,O,7
studies,O,7
of,O,7
how,O,7
well,O,7
some,O,7
metrics,B,7
which,O,7
are,O,7
popular,O,7
in,O,7
other,O,7
areas,O,7
of,O,7
NLP,B,7
(,O,7
notably,O,7
BLEU,B,7
and,O,7
ROUGE,B,7
),O,7
correlate,O,7
with,O,7
human,O,7
judgments,O,7
in,O,7
the,O,7
domain,O,7
of,O,7
computer,O,7
generated,O,7
weather,O,7
forecasts,O,7
.,O,7
Our,O,7
results,O,7
suggest,O,7
that,O,7
",",O,7
at,O,7
least,O,7
in,O,7
this,O,7
domain,O,7
",",O,7
metrics,B,7
may,O,7
provide,O,7
a,O,7
useful,O,7
measure,B,7
of,O,7
language,B,7
quality,I,7
",",O,7
although,O,7
the,O,7
evidence,O,7
for,O,7
this,O,7
is,O,7
not,O,7
as,O,7
strong,O,7
as,O,7
we,O,7
would,O,7
ideally,O,7
like,O,7
to,O,7
see,O,7
;,O,7
however,O,7
",",O,7
they,O,7
do,O,7
not,O,7
provide,O,7
a,O,7
useful,O,7
measure,B,7
of,O,7
content,O,7
quality,O,7
.,O,7
We,O,7
also,O,7
discuss,O,7
a,O,7
number,O,7
of,O,7
caveats,O,7
which,O,7
must,O,7
be,O,7
kept,O,7
in,O,7
mind,O,7
when,O,7
interpreting,O,7
this,O,7
and,O,7
other,O,7
validation,B,7
studies,I,7
.,O,7
We,O,8
introduce,O,8
a,O,8
generative,B,8
probabilistic,I,8
model,I,8
",",O,8
the,O,8
noisy,B,8
channel,I,8
model,I,8
",",O,8
for,O,8
unsupervised,B,8
word,I,8
sense,I,8
disambiguation,I,8
.,O,8
In,O,8
our,O,8
model,O,8
",",O,8
each,O,8
context,O,8
C,O,8
is,O,8
modeled,O,8
as,O,8
a,O,8
distinct,O,8
channel,O,8
through,O,8
which,O,8
the,O,8
speaker,O,8
intends,O,8
to,O,8
transmit,O,8
a,O,8
particular,O,8
meaning,O,8
S,O,8
using,O,8
a,O,8
possibly,O,8
ambiguous,B,8
word,I,8
W.,O,8
To,O,8
reconstruct,O,8
the,O,8
intended,O,8
meaning,O,8
the,O,8
hearer,O,8
uses,O,8
the,O,8
distribution,O,8
of,O,8
possible,O,8
meanings,O,8
in,O,8
the,O,8
given,O,8
context,O,8
P(S|C,O,8
),O,8
and,O,8
possible,O,8
words,O,8
that,O,8
can,O,8
express,O,8
each,O,8
meaning,O,8
P(W|S,O,8
),O,8
.,O,8
We,O,8
assume,O,8
P(W|S,O,8
),O,8
is,O,8
independent,O,8
of,O,8
the,O,8
context,O,8
and,O,8
estimate,O,8
it,O,8
using,O,8
WordNet,B,8
sense,I,8
frequencies,I,8
.,O,8
The,O,8
main,O,8
problem,O,8
of,O,8
unsupervised,B,8
WSD,I,8
is,O,8
estimating,O,8
context,B,8
-,I,8
dependent,I,8
P(S|C,O,8
),O,8
without,O,8
access,O,8
to,O,8
any,O,8
sense,B,8
-,I,8
tagged,I,8
text,I,8
.,O,8
We,O,8
show,O,8
one,O,8
way,O,8
to,O,8
solve,O,8
this,O,8
problem,O,8
using,O,8
a,O,8
statistical,B,8
language,I,8
model,I,8
based,O,8
on,O,8
large,O,8
amounts,O,8
of,O,8
untagged,B,8
text,I,8
.,O,8
Our,O,8
model,O,8
uses,O,8
coarse,B,8
-,I,8
grained,I,8
semantic,I,8
classes,I,8
for,O,8
S,O,8
internally,O,8
and,O,8
we,O,8
explore,O,8
the,O,8
effect,O,8
of,O,8
using,O,8
different,O,8
levels,O,8
of,O,8
granularity,B,8
on,O,8
WSD,B,8
performance,I,8
.,O,8
The,O,8
system,O,8
outputs,O,8
fine,B,8
-,I,8
grained,I,8
senses,I,8
for,O,8
evaluation,O,8
",",O,8
and,O,8
its,O,8
performance,O,8
on,O,8
noun,B,8
disambiguation,I,8
is,O,8
better,O,8
than,O,8
most,O,8
previously,O,8
reported,O,8
unsupervised,B,8
systems,I,8
and,O,8
close,O,8
to,O,8
the,O,8
best,O,8
supervised,B,8
systems,I,8
.,O,8
Newly,B,9
coined,I,9
words,I,9
pose,O,9
problems,O,9
for,O,9
natural,B,9
language,I,9
processing,I,9
systems,I,9
because,O,9
they,O,9
are,O,9
not,O,9
in,O,9
a,O,9
system,O,9
's,O,9
lexicon,B,9
",",O,9
and,O,9
therefore,O,9
no,O,9
lexical,B,9
information,I,9
is,O,9
available,O,9
for,O,9
such,O,9
words,O,9
.,O,9
A,O,9
common,O,9
way,O,9
to,O,9
form,O,9
new,O,9
words,O,9
is,O,9
lexical,B,9
blending,I,9
",",O,9
as,O,9
in,O,9
cosmeceutical,O,9
",",O,9
a,O,9
blend,O,9
of,O,9
cosmetic,O,9
and,O,9
pharmaceutical,O,9
.,O,9
We,O,9
propose,O,9
a,O,9
statistical,B,9
model,I,9
for,O,9
inferring,B,9
a,O,9
blend,B,9
's,O,9
source,B,9
words,I,9
drawing,O,9
on,O,9
observed,O,9
linguistic,B,9
properties,I,9
of,O,9
blends,O,9
;,O,9
these,O,9
properties,O,9
are,O,9
largely,O,9
based,O,9
on,O,9
the,O,9
recognizability,B,9
of,O,9
the,O,9
source,B,9
words,I,9
in,O,9
a,O,9
blend,B,9
.,O,9
We,O,9
annotate,B,9
a,O,9
set,O,9
of,O,9
"1,186",O,9
recently,O,9
coined,B,9
expressions,I,9
which,O,9
includes,O,9
515,O,9
blends,O,9
",",O,9
and,O,9
evaluate,O,9
our,O,9
methods,O,9
on,O,9
a,O,9
324,O,9
-,O,9
item,O,9
subset,O,9
.,O,9
In,O,9
this,O,9
first,O,9
study,O,9
of,O,9
novel,O,9
blends,O,9
we,O,9
achieve,O,9
an,O,9
accuracy,O,9
of,O,9
40,O,9
%,O,9
on,O,9
the,O,9
task,O,9
of,O,9
inferring,B,9
a,O,9
blend,B,9
's,O,9
source,B,9
words,I,9
",",O,9
which,O,9
corresponds,O,9
to,O,9
a,O,9
reduction,O,9
in,O,9
error,B,9
rate,I,9
of,O,9
39,O,9
%,O,9
over,O,9
an,O,9
informed,B,9
baseline,I,9
.,O,9
We,O,9
also,O,9
give,O,9
preliminary,O,9
results,O,9
showing,O,9
that,O,9
our,O,9
features,O,9
for,O,9
source,B,9
word,I,9
identification,I,9
can,O,9
be,O,9
used,O,9
to,O,9
distinguish,O,9
blends,B,9
from,O,9
other,O,9
kinds,O,9
of,O,9
novel,B,9
words,I,9
.,O,9
We,O,10
present,O,10
an,O,10
approach,O,10
to,O,10
the,O,10
automatic,B,10
creation,I,10
of,O,10
extractive,B,10
summaries,I,10
of,O,10
literary,O,10
short,O,10
stories,O,10
.,O,10
The,O,10
summaries,O,10
are,O,10
produced,O,10
with,O,10
a,O,10
specific,O,10
objective,O,10
in,O,10
mind,O,10
:,O,10
to,O,10
help,O,10
a,O,10
reader,O,10
decide,O,10
whether,O,10
she,O,10
would,O,10
be,O,10
interested,O,10
in,O,10
reading,O,10
the,O,10
complete,O,10
story,O,10
.,O,10
To,O,10
this,O,10
end,O,10
",",O,10
the,O,10
summaries,O,10
give,O,10
the,O,10
user,O,10
relevant,O,10
information,O,10
about,O,10
the,O,10
setting,O,10
of,O,10
the,O,10
story,O,10
without,O,10
revealing,O,10
its,O,10
plot,O,10
.,O,10
The,O,10
system,O,10
relies,O,10
on,O,10
assorted,O,10
surface,B,10
indicators,I,10
about,O,10
clauses,B,10
in,O,10
the,O,10
short,O,10
story,O,10
",",O,10
the,O,10
most,O,10
important,O,10
of,O,10
which,O,10
are,O,10
those,O,10
related,O,10
to,O,10
the,O,10
aspectual,B,10
type,I,10
of,O,10
a,O,10
clause,B,10
and,O,10
to,O,10
the,O,10
main,O,10
entities,B,10
in,O,10
a,O,10
story,O,10
.,O,10
Fifteen,O,10
judges,O,10
evaluated,O,10
the,O,10
summaries,O,10
on,O,10
a,O,10
number,O,10
of,O,10
extrinsic,B,10
and,I,10
intrinsic,I,10
measures,I,10
.,O,10
The,O,10
outcome,O,10
of,O,10
this,O,10
evaluation,O,10
suggests,O,10
that,O,10
the,O,10
summaries,O,10
are,O,10
helpful,O,10
in,O,10
achieving,O,10
the,O,10
original,O,10
objective,O,10
Generating,O,11
responses,O,11
that,O,11
take,O,11
user,O,11
preferences,O,11
into,O,11
account,O,11
requires,O,11
adaptation,O,11
at,O,11
all,O,11
levels,O,11
of,O,11
the,O,11
generation,B,11
process,I,11
.,O,11
This,O,11
article,O,11
describes,O,11
a,O,11
multi,B,11
-,I,11
level,I,11
approach,I,11
to,O,11
presenting,O,11
user,B,11
-,I,11
tailored,I,11
information,I,11
in,O,11
spoken,B,11
dialogues,I,11
which,O,11
brings,O,11
together,O,11
for,O,11
the,O,11
first,O,11
time,O,11
multi,B,11
-,I,11
attribute,I,11
decision,I,11
models,I,11
",",O,11
strategic,B,11
content,I,11
planning,I,11
",",O,11
surface,B,11
realization,I,11
that,O,11
incorporates,O,11
prosody,B,11
prediction,I,11
",",O,11
and,O,11
unit,B,11
selection,I,11
synthesis,I,11
that,O,11
takes,O,11
the,O,11
resulting,O,11
prosodic,B,11
structure,I,11
into,O,11
account,O,11
.,O,11
The,O,11
system,O,11
selects,O,11
the,O,11
most,O,11
important,O,11
options,O,11
to,O,11
mention,O,11
and,O,11
the,O,11
attributes,O,11
that,O,11
are,O,11
most,O,11
relevant,O,11
to,O,11
choosing,O,11
between,O,11
them,O,11
",",O,11
based,O,11
on,O,11
the,O,11
user,B,11
model,I,11
.,O,11
Multiple,O,11
options,O,11
are,O,11
selected,O,11
when,O,11
each,O,11
offers,O,11
a,O,11
compelling,O,11
trade,B,11
-,I,11
off,I,11
.,O,11
To,O,11
convey,O,11
these,O,11
trade,B,11
-,I,11
offs,I,11
",",O,11
the,O,11
system,O,11
employs,O,11
a,O,11
novel,B,11
presentation,I,11
strategy,I,11
which,O,11
straightforwardly,O,11
lends,O,11
itself,O,11
to,O,11
the,O,11
determination,O,11
of,O,11
information,B,11
structure,I,11
",",O,11
as,O,11
well,O,11
as,O,11
the,O,11
contents,O,11
of,O,11
referring,B,11
expressions,I,11
.,O,11
During,O,11
surface,B,11
realization,I,11
",",O,11
the,O,11
prosodic,B,11
structure,I,11
is,O,11
derived,O,11
from,O,11
the,O,11
information,B,11
structure,I,11
using,O,11
Combinatory,B,11
Categorial,I,11
Grammar,I,11
in,O,11
a,O,11
way,O,11
that,O,11
allows,O,11
phrase,B,11
boundaries,I,11
to,O,11
